Time (s),Accelerometer_X (m/s^2),Accelerometer_Y (m/s^2),Accelerometer_Z (m/s^2),Gyroscope_X (rad/s),Gyroscope_Y (rad/s),Gyroscope_Z (rad/s),Linear Accelerometer_X (m/s^2),Linear Accelerometer_Y (m/s^2),Linear Accelerometer_Z (m/s^2),Magnetometer_X (µT),Magnetometer_Y (µT),Magnetometer_Z (µT),Barometer_X (hPa)
11,4.3731649567,0.8798283874499999,8.72903487858,-0.15158733651620002,0.012011751718466,-0.2237416574376,-0.978946773586,0.986992992572,0.48180307362466,0.8947441863762,24.920286789400002,28.434825058,1007.684479
12,4.6407634827,0.71044362488426,8.571592282100001,-0.18477027761509804,-0.004573895769821569,-0.25537387909607845,-0.6579508099947059,0.7720888615443138,0.31244913276050984,-2.3101214988372547,22.887507793921568,31.217638875882354,1007.684479
13,5.0137738036862745,-0.39266286510225495,8.261599327529412,-0.0307527083153,0.00922013572462,-0.017408384215519802,-0.2917306281922,-0.030549856261399996,0.025820403848679997,-3.3210720062,22.0402558136,32.1040127566,1007.683868
14,5.25989399414,-1.719240820258,8.15100290224,0.16523147206764704,-0.014120508332013726,0.2567379002745098,0.0725925632117647,-1.3206009182921568,-0.16405347219268626,-2.1252000098392156,24.025378881960787,31.378187890392155,1007.683868
15,5.03018767096,-2.63782960508,8.11666430974,0.336025268438,-0.02128830500136,0.48759453236600003,-0.2499437822014,-2.37093915644,-0.13907186108539998,2.2730405425780003,26.1085192878,28.1787212368,1007.678452
16,5.096807017549019,-2.105310220129412,8.278819400588235,0.29438037008,0.001269961708198,0.42886289566999997,-0.21137035543020002,-2.0355716291054,0.011352708329620004,9.19039146446,25.502629699600003,23.1740264126,1007.671967
17,5.00262997736,-0.13031900023494,8.3204834655,0.03346543600983726,-0.002695670241462745,0.05611704008030196,-0.16225001892941174,-0.0916566207272549,0.01687593571876471,11.729548136078433,22.572257098039216,21.10493895627451,1007.663879
18,5.189596413960785,-0.3288074179356863,8.153195343019608,0.021307319100408,-0.0039150586916680006,0.02413202922814,-0.0785761586308,-0.3202443640326,-0.16005475816960002,11.118038482560001,23.4317643734,22.1448012542,1007.663879
19,5.51231408386,-0.12821737059768,7.96858623958,0.028553589908747998,-0.0008583223086699998,0.012760909265339999,0.24913271492140002,-0.16629963641861997,-0.285318337626,11.943889617960002,24.970852966000002,19.993315505600002,1007.665024
20,5.38067482914,-0.048717691038182,8.06954230044,-0.008998393387139607,-0.005901591652058823,0.023473974134607844,0.11576909148758822,-0.09093223633582352,-0.2145248033247059,13.009996900980392,22.486503451568627,19.610845154117648,1007.675095
21,5.2963186017450985,-0.14594650268823528,8.127043843039216,-0.032011888842096,0.00889672185944,-0.00929627289954,0.08718131879595999,0.11347579023019999,-0.13699929208692,12.7196052552,22.6139099122,20.205004196,1007.687454
22,5.32448168336,0.1162542480402,8.18575164188,-0.0319081664271,0.01216255655578,-0.0843185217674,0.12688673144284,0.3497562814604,-0.15268903229039998,12.236727294,23.987908173,21.220905685399998,1007.693634
23,5.17270929566,-0.4168501556402,8.2316851227,0.023018836742264705,0.0034905327477117638,0.02348844507045098,0.04172561624335294,-0.3177044279947059,-0.15673763090037254,11.638731638882353,22.566613814313722,21.24846551921569,1007.693634
24,5.258206679372549,-0.1713789098354902,8.085562456921568,0.0269299099641,-0.00674594026074,0.027497081434478,0.11300949944612,-0.14409054142012,-0.26422738397776,12.2622741696,22.130796356199998,20.8670832056,1007.693634
25,5.22830069276,-0.1395637756338,8.09234588016,-0.006268125620847059,-0.00442428216627451,0.010050362961971177,0.062035140190588235,-0.09370929034296077,-0.2448853928400588,12.655870699803922,22.3755860427451,21.029856513529413,1007.689209
26,5.3125035919000005,-0.095067306521,8.11223651736,0.008324046525586,-0.00407833974858,-0.0006656127329939999,0.058424454933780005,-0.043755037700220004,-0.1788249519088,11.78160507166,21.738910598799997,21.6210471356,1007.680511
27,5.51440626254902,-0.10614691341954902,7.94928995472549,0.003793608686362,-0.005581695512752,-0.0019627194572339997,0.25329400286556003,-0.0888936777754,-0.31554204568856004,11.931435394200001,21.430555649200002,21.0568684398,1007.672272
28,5.50138081974,-0.0534059417804,8.01381618346,-0.0038695228377411766,0.021444353129496076,0.002760057647982353,0.21340363982934313,-0.027961636855333333,-0.22272595893029412,10.229188657568628,20.431405460196075,20.01270219392157,1007.666168
29,5.280263752705882,0.014845599011490199,8.095189496235294,-0.00881486285046,-0.00203465657308,-0.014480451550431999,0.0326812460367,0.08432068420782,-0.18292006109264,11.45619560296,19.8882407378,19.7222342686,1007.666168
30,5.80044690856,-0.03870351562762,7.84069519044,-0.01110234667504,-0.012810867363576,-0.0211340300500772,0.489868734586,-0.008657054888600002,-0.41278795458940004,10.83360733018,17.275898818800002,18.102824553999998,1007.666855
31,5.77985572816,-0.10848839721464199,7.722279437239999,-0.0012680483388431375,-0.0035819325266078427,0.0015111742592415684,0.4020087565356863,-0.08686564138019608,-0.46531395781127455,11.855736153588236,21.650753993333336,18.881147197843138,1007.675323
32,4.900230506529412,-0.9000371866105883,8.384352883745098,0.06964187550678,0.017535305981076,0.12817006889432,-0.43410429500340003,-0.8446131022679999,0.17780029752979998,12.341411819800001,21.711184539599998,18.7024975584,1007.683487
33,5.1284942413,-2.12416677244,8.18155437012,0.208495686054,-0.0035996892495400003,0.351829317214,-0.1005820611878,-1.8942426345,-0.08782174094839998,14.238813782,18.9935678096,17.4328965758,1007.690201
34,4.8384064819,-2.5424868712,8.27322074888,0.2908538848784314,-0.0182154184096212,0.4567498027078431,-0.43427286702,-2.361101094392157,0.02359063740966667,14.953570047843137,12.434132968392158,15.84192208647059,1007.694244
35,4.486176829627451,-2.0596580953862746,8.477377085941177,0.20752013743,-0.03939628695998,0.345993635654,-0.943641671466,-1.6428990501999998,0.27736369190287996,12.21076248116,5.3971833801599995,16.2835746004,1007.694244
36,4.447805740300001,-0.8145521301230001,8.63628475346,0.04951615538382353,-0.004333892453798039,0.07897291876431373,-0.9794809209039216,-0.3533141076638039,0.4722678106328431,10.325657563980391,3.049477446352941,17.680452981960784,1007.691345
37,5.231911360784314,-0.7117992176882353,8.13422596654902,0.005336219477743999,-0.014011119027346,0.018656807280876,-0.17745222448316,-0.1757006318226,0.0014377367743060089,10.10222305278,3.31062232976,18.347613297,1007.6828
38,4.70035755618,-0.55955140687858,8.50434612122,0.0018912007755026,0.00770534934596,-0.0012447515315220001,-0.7779020864804,0.040173396727,0.338534151339,10.12102500974,2.79281982422,18.494041290800002,1007.6828
39,5.06308625796,-0.6959926758212001,8.24335485536,-0.0059711024940000005,0.000922172276647058,0.010939271997034901,-0.2308316902897843,-0.008814781502941179,0.041270462101176464,10.39164053217647,3.249080059509804,18.84808401862745,1007.683029
40,5.619414367705882,-0.42555035761450977,7.914042663568628,0.03474149032434,0.011195916094826,-0.018893657219248003,0.31392594545312,-0.14413790152254,-0.29025263916746,10.332248153339998,3.7096659851,18.915159149399997,1007.683258
41,5.6954821839,-0.311831542957,7.81969086914,0.007101488406642,0.0051940589205,0.0056200728752882,0.32020986623810005,-0.03603605495048,-0.36793016263357997,11.3438513954,3.0123831940000003,18.5418375396,1007.688293
42,5.737811160280001,-0.2666614745944,7.84111431886,0.0003815399682725492,-0.0023143869615921565,0.0030795995504941174,0.3615733456315686,-0.019078716215901962,-0.36148728834843136,11.028516581999998,2.130700728445098,18.984931047843137,1007.688293
43,5.296424264352941,-0.14785723519474508,8.19500252217647,-0.006092746408871999,0.011537631342080001,-0.024582459279572002,-0.14503061820744,0.13498298136496,-0.009736210487400003,10.415325775280001,2.021331939766,18.4275351714,1007.686005
44,4.80490015864,0.044550357037340005,8.15741856076,-0.006251872485231373,-0.0013770436108431396,-0.020340038458894115,-0.42563945313701956,0.05141330957413725,-0.13604615764580394,11.554980708549019,2.2884178910392157,18.49410576901961,1007.67952
45,4.90562569886,-0.5476451660178,8.59860810238,-0.00876136033748,0.0010286109615200005,0.04329426493552,-0.4330925513094,-0.26931192864660003,0.3771364516592,11.12492416378,3.12771553036,18.4416653444,1007.675552
46,5.723110495254901,-0.4317815175117451,7.730776708196078,0.027324938938779998,-0.0186055478458678,-0.005206976095304,0.30238224370600003,-0.05436251152260001,-0.448157890703,7.844953765682,1.4504018402235201,15.53617286646,1007.67189
47,5.84082993172,-0.03594624938080001,7.710001968379999,0.004911278984472549,0.001781740135431372,-0.011311908644884117,0.4270040671160784,0.0502140157177255,-0.48523660244843136,9.003694422215686,1.038492688912353,17.177894741568625,1007.669373
48,4.696160754,-0.22066171981209806,8.635859285078432,-0.02129538271106,0.010957905837340003,0.006256429236546001,-0.8141087006659999,-0.030716811444140006,0.5261740614902,10.128472518459999,2.5069586945599998,19.144573135,1007.668533
49,4.43727663576,-0.19290984190298002,8.66044451296,0.0050248135029599995,-0.01503367260218,-0.01130495608335,-0.8761352860218,-0.011248557379159998,0.36063824031386,10.85050849864,2.3695251465519998,19.131656494199998,1007.666397
50,5.12910197754,-0.2636886566092,8.19011656496,0.0030654122116137252,-0.010785611720392156,-0.001255026895080392,-0.1680066371216667,-0.12434296502254902,-0.09419630528215686,11.442939010294117,2.46656395402549,19.282075770392158,1007.66449
51,5.730145865078431,-0.27923697078011767,7.832832129960784,-0.004408585431024,-0.003296578359039999,0.007619690858482,0.2842819771196,-0.04218010157839999,-0.3468395949044,10.74264907816,2.155409774802,19.147948837399998,1007.660904
52,5.41891430966,-0.3736320281532,7.97562759694,0.01756745857254,0.016834154052174,-0.0047676143217199995,-0.04509707170874,-0.04018686325560001,-0.2201922133902,10.423854370179999,2.127307357744,18.5620441436,1007.660904
53,5.380827511620001,-0.24265140379480002,8.08965447698,-0.012831636361705881,-0.01682585587500392,0.011682563867568626,-0.10746574716998039,0.10888735325921568,-0.03389599956686275,10.6213552442549,2.2457491556588236,18.531164356666668,1007.668762
54,5.34508190390196,-0.27740548526592157,8.15011938654902,0.010548990778878999,0.0048102852040799995,-0.0005997697174200002,-0.040897496181,-0.107484545769,-0.04587381586256001,10.443727950760001,2.170337142994,18.41569847,1007.682419
55,5.88388639526,-0.16635506287110002,7.73290134894,-0.005364026981533333,-0.0061600153128,-0.004577036864950981,0.41496697752235295,0.037086462577843135,-0.42340799511843136,8.552692787064705,0.5990676880047059,16.3688726235098,1007.691269
56,5.845212817399999,-0.21926703185578003,7.80948808592,0.0003670429133419999,-0.0021921047106,-0.006174600730141,0.312365557475,-0.036466324854400003,-0.3382945908918,9.02144500728,1.8119123840623999,17.1201706692,1007.696762
57,5.312781425980392,-0.25277435303,7.911791462372549,-0.005984854025335999,0.0014633645915400019,0.002489399738076,-0.5531843386794,-0.0191839639228,-0.006553804890600006,9.105505218360001,2.625111083956,18.916613693,1007.702255
58,4.9692643616200005,-0.3150767944248,8.46267876898,0.003563263266666667,0.0034965279998882357,0.00483693785947647,-0.45934153149509804,-0.07757143365392156,0.3022410980826863,11.212769227058823,2.7834614024313726,18.461979959411764,1007.709579
59,5.3288450801960785,-0.26682748233809805,8.123063884058823,0.0009436950267939999,-0.00013806734243999988,0.0007210077151119997,-0.12364592385708001,-0.0036589017713999955,-0.019653181782999997,11.0609089664,1.860910797158,18.315857696400002,1007.714005
60,5.58376350406,-0.2356759094368,7.88265892634,0.003405068832199999,-0.008085247296023999,0.0024702918292799996,0.1079145280612,-0.06320834053788,-0.3094080007291,6.87182449342,0.05118553165694001,14.166486663779999,1007.716064
61,5.57739873966,0.3255071045076,8.028734161400001,0.0006067119993137254,0.006473106661437256,-0.05078357940122941,0.14474433807078432,0.3873422526847059,-0.1461683987867647,10.449024275941175,1.6844092724196078,18.35633319019608,1007.716064
62,5.1485083277058825,1.1958602546078432,8.232345455431373,-0.1398760961034,0.0022433659154260004,-0.191552216262,-0.30014293548906,1.154134096667,0.05168041672221999,11.644495926,3.60415039062,17.7167888644,1007.705612
63,4.50910027772,-0.5977190369259,8.47801587496,0.008628388421200001,-0.005858729339439999,0.0220109157618,-0.78423415322002,-0.6630435842274,0.2528376627848,13.2153705594,6.13291816712,16.3536053462,1007.705536
64,5.31673080142,-1.3605327575716002,8.618570590140001,0.08542524285549019,0.059724346268896084,0.16649248450431373,0.0055920305484313685,-1.0923753846829412,0.346699507982549,12.513535219803922,4.748690362078431,18.082884619607842,1007.705612
65,5.081218845196079,-0.4442907984098039,7.64555393,0.045326339752,-0.11199423147616,0.029756087670297998,-0.013223536659599992,-0.215651894676,-0.7611402827124,8.67152015664,3.90468116758,16.7384133152,1007.705765
66,5.63130464172,1.586993829372,7.74619670106,-0.10537268186495098,0.0003782737459411761,-0.15060090338162746,-0.19165260525143138,1.4077253314378235,-0.17468279305212156,9.944883084882354,2.84919596654902,16.10232491627451,1007.709351
67,5.08978473812,2.12487629696,8.5043790526,-0.219696223734,0.06721292498978,-0.302847052518,-0.4078858594901,2.161603047358,0.3973951360238,12.34764488226,6.451453857320001,16.3011784364,1007.713776
68,4.225741936156862,0.9054905520924313,8.850656729588236,-0.11607778927156,-0.00463641973178,-0.1793678428262,-1.004154155364,0.9673346765949999,0.58464342303518,13.816111679,11.24787605294,15.542132796799999,1007.716293
69,4.95187352602,-0.44600652467556,8.30967893374,0.0015359679281615685,-0.016575661141274508,0.019528976687784316,-0.4359372139156863,-0.37236289144062745,0.0748047483382549,14.41218903509804,12.92983432862745,16.362318225882355,1007.719116
70,5.82739657245098,-2.5541679920392153,7.7389068603333335,0.17457540370480001,-0.019433742350712,0.21618869841399999,0.41652832488712,-2.396496751364,-0.4560144903476,13.8031198122,10.711783218,16.394677582,1007.719116
71,5.0038604186399995,-1.681624044876,8.27459489144,0.1305212491748,0.014205326196631398,0.21058890432199998,-0.31217089198756,-1.800734387994,0.013870051605599999,13.0644532782,6.42098373414,16.4979128262,1007.718048
72,4.97649133302,-1.5162479461478,8.278639480499999,0.05149803847535294,-0.017442572477290197,0.15335562401294117,-0.3573981470108412,-1.2944824050305883,0.1038718306067255,11.655029072156863,4.520332635647058,17.378259995686275,1007.7164459999999
73,4.9893510616666665,-1.505536867045098,8.333987031784313,0.034698375790096,0.014972836261500002,0.091081103908,-0.34422900019380004,-0.84614552871576,0.17336761686719998,10.862825470499999,5.006452636700001,18.3852723692,1007.714844
74,5.405089059440001,-1.1243359314514,7.84400031742,0.06736545707104,-0.015060222613847398,0.040854162285580004,0.14040486252940002,-0.5952040353874,-0.36775154190271997,9.061174850328,2.6431222533959997,16.65128334034,1007.713165
75,6.30503261718,1.0132639069140001,7.61381199642,-0.07312356829660392,-0.0018670531357058828,-0.12160889057470589,0.8771451309717647,1.1822875521666667,-0.5802784724839216,6.461832308313726,0.9005575740843137,14.058382819019608,1007.712173
76,5.832033987607843,2.4623354294686273,7.749440837137255,-0.1909024233374,0.0177157521645,-0.31618858725,0.5570186737192,2.5506217194219998,-0.4934198305072,11.6811602019,5.31250732422,16.491524047400002,1007.705002
77,5.55359523932,3.25326280522,7.94237574462,-0.27406828485294116,0.002828787658031372,-0.42969593465490197,0.25402863810274506,3.3522346303725485,-0.31423874763882353,14.340075100784315,11.036026898431373,16.599564944509805,1007.694626
78,4.872144793333334,2.656323206254902,8.437712509960784,-0.2764910820164,0.01432384843218,-0.39785206974,-0.3952821277174,2.980933258996,0.1633613937246,16.312191161999998,6.553067627100001,5.91002380362,1007.685013
79,3.7581808227580003,0.6648304778894,9.263702032700001,-0.048305136445696,0.0019651581717964,-0.1261776647504,-1.527952633473,0.6764066161136,0.94921597415324,14.814458008199999,7.47641555784,5.518059845,1007.658844
80,3.7288538086400003,0.33450639038336,9.039893444839999,-0.01654659183272549,0.011441289556903923,-0.023985033599333336,-1.329388830527451,0.18334186650882353,0.7374650548470589,14.044944240000001,7.485050201431372,5.453096726333333,1007.621231
81,4.198862538039216,-0.32561112347160787,8.816967961921568,0.006227432131015001,-0.0024253373592800008,0.024225132516286,-0.8435695459420001,-0.341293433035,0.394249895308606,13.9704093162,7.74473281862,5.33201957698,1007.600327
82,4.72112836312,-1.3666250884659998,8.53349650266,0.062316236757,-0.003269135858504,0.08629931017680001,-0.2963666749914,-1.327859090952,0.09577665563589999,14.36833435,7.19110397346,4.522638091939999,1007.590485
83,5.4810890167,-1.184319195586,8.05152875974,0.04644240533854902,0.001408039099262745,0.09017804827823529,0.4843773483888235,-1.294987957937255,-0.3771820521433334,14.904195673725491,5.823985903823529,4.319723241470588,1007.580719
84,5.42562324072549,1.1755231340760588,7.889525999176471,-0.056891914644917996,-0.0073277697715,-0.07544883455466,0.33591331233372,1.18798457353658,-0.5149004893978,14.802487564400002,6.196700057939999,4.10349639894,1007.580719
85,5.2827155364600005,1.3146142455960002,8.27389434816,-0.09150356828647059,0.009856467810462746,-0.09102580155901961,0.23725768858568627,1.3831391462039215,-0.15202595600347057,14.633419261372548,7.898853227254903,5.61229937682353,1007.595062
86,5.866785955819999,-0.9218609802526,7.6842315582200005,0.006981373708517999,-0.0088022008353928,0.03004061703126,0.803943409851,-0.48628038753262004,-0.7030382198196,12.31265663152,8.19378417968,3.8370419311900004,1007.616577
87,6.512424989568627,-1.2213220124862745,7.221638407941177,0.052835873589,-0.010026386305182,0.054644258321,1.37360322591,-0.828211550412,-1.155575756928,9.36096496606,6.58851905824,1.66317398073314,1007.639771
88,6.85659364014,-0.742162664812,7.05169193116,0.030302676221431374,-0.007007931304270588,0.036758514513921564,1.699976186527451,-0.4876732124552941,-1.2911990599313725,10.798750185568627,5.351273330941176,-1.2753378176262746,1007.676163
89,7.259662278137255,-0.6382991207607843,6.82590545654902,0.033005255778380004,0.00011264533725999947,0.0363645870236,2.07389069314,-0.4648970519112,-1.519381223524,11.22419464074,5.06951614388,-0.25149978637316,1007.6993944999999
90,7.285469787539999,-0.443413916013,6.79388005372,0.026597619755274,0.007606953289585799,0.036204916946400004,2.12722850332,-0.30925290954,-1.536490012762,11.62895896864,4.64371520994,-0.2367813110262,1007.722626
91,7.08278826602,-0.3149450683582,6.914589038100001,0.020944063976597645,0.0067213805500921575,0.03209304206980392,1.8084511630588236,-0.1974206713882941,-1.3485802407058824,11.838354896078432,4.266374251450981,-0.21935578882888235,1007.75322
92,5.9228392746470595,-0.24405131620529413,7.7027526317058825,0.014258165304140001,0.0050146336571176,0.0193398527992,0.51926412609526,-0.11320195799409999,-0.4859721968745,12.236436157600002,4.2259910584,-0.101543426532,1007.7668
93,5.514107354699999,-0.239310351562,7.9729092499,0.006294107883902,0.0005414213893211999,0.008875650037516199,0.082128388919158,-0.09878412898214001,-0.1957004957542,10.2322027591,6.3267273712400005,-0.42882873525599996,1007.7668
94,4.7071474365,-0.2738225830116,8.4965084198,0.0049656714340247056,0.01052589325535451,0.007940543532282353,-0.6915521672003923,-0.13789816253762743,0.30771296832845096,11.52395779509804,7.982522852333334,1.7179649203470588,1007.750015
95,3.2296720975686277,-0.5538570718246079,9.446664383764706,0.0409326357778,-0.0045158656129199995,0.0588679300998,-2.0863879822999998,-0.41214417396072,1.204385319414,11.5739341746,7.82907318112,2.007310791026,1007.729568
96,3.9123602050599997,-1.57009996034,8.96659985968,0.12692268258921569,-0.007622019552784315,0.1976178888882353,-1.421219638937255,-1.4077864420764705,0.7252038792549019,11.721890842215686,5.782524632411764,0.9976563546643138,1007.71637
97,4.36199518434,-2.6088558562600004,8.61465473328,0.242675325272,-0.017406732327864,0.378525373342,-1.067507193296,-2.4939171411800003,0.4254091812842,12.096604080879999,0.9011679076638001,0.05348327635179999,1007.707901
98,4.743826338784314,-2.966986003254902,8.347676212117648,0.23316934436200001,-0.030816733212687998,0.36170132457599996,-0.7633170139364001,-2.70268296548,0.22395199645433997,9.85050903324,-4.85519111634,0.6813536071826001,1007.697372
99,4.57500822138,-1.945935406522,8.56197328492,0.1619568896645098,0.007142444670600001,0.2193750281890196,-0.9325713925399137,-1.7090814205613725,0.41694130708313726,7.076260585509804,-9.155926648039216,2.4537682626862747,1007.691498
100,3.1642141006470585,-0.9137850683784313,9.537287696431372,0.04507253083928,-0.0021500738988200004,0.0632726269214,-2.26668704068,-0.570383404903,1.326549091018,6.062027206420001,-10.53068656982,3.5528890229,1007.673798
101,2.7630472136999997,-0.2590333374011,9.654925479180001,0.005923131478518,-0.007029250170520001,-0.0004874501561663999,-2.50431414262,0.03186691600101999,1.370972037212,5.87818237312,-10.89054801944,3.8882077027000004,1007.64183
102,3.30824945998,-0.10788664855220001,9.45950386036,-0.00014524145828431358,-0.00046182080542548997,-0.007726429286382353,-1.8605008984509803,0.11645423575764706,1.1097290712,6.294956656058823,-11.059206270686273,3.082128711764706,1007.607727
103,4.594131747980392,0.16247976864068625,8.668124542156862,-0.017935511870384,-0.0008345705822800001,-0.016017319685304,-0.5015998279646,0.40296410130238597,0.27862699451219997,6.8104871369,-11.1176889798,2.5054509735,1007.563324
104,3.66734671322,-0.13745017090400002,9.07542056578,-0.010374757605853999,-0.0018855707153199999,-0.001259766332924,-1.3339343115439999,0.13743207961625997,0.6360479213492001,7.3346256256,-10.753275604,2.549347763022,1007.516556
105,3.70101470032,-1.62353583981,9.14115786442,0.025825881664372552,-0.0006924442325490199,0.05859020637215687,-1.1618601402,-1.1951844505549019,0.6606762430670589,6.952224432254901,-10.417685489078432,2.288116305535294,1007.5008775
106,4.257411373352941,-2.140360861372549,8.713031158490196,0.045964163988599996,-0.013776398747700001,0.0721924263232,-0.590198114216,-1.72775946356,0.1867137696616,5.8275161743,-11.382797851400001,2.86608917236,1007.485199
107,4.52463497318,-1.98030693052,8.47959359442,0.044453894135098045,0.005904139147627452,0.0572569659527451,-0.2519215710305294,-1.5864155517980394,-0.04742989613627451,5.1193754906274505,-11.450464660392157,3.7133048562745095,1007.459488
108,4.16804350888,-1.416160079988,8.76386445012,0.02927506199152,-0.006372317680899999,0.0371602200154,-0.5846090121988,-1.081589630418,0.184434864166,4.75177398678,-12.195505218000001,4.3369741057999995,1007.424622
109,4.953050079352941,-0.7244992783392157,8.293943831529411,0.00904731217337,-0.00798146461128,0.012117547159344,0.25252552673859996,-0.41479249778960003,-0.3012100991298,4.26387756352,-12.091409530400002,4.88311141966,1007.405014
110,5.7389847198799995,-0.34032030029366,7.8383510650599995,0.003009295744017647,-0.0013197251485862743,-0.0015456281175039216,0.8820476084666666,-0.05029238156745098,-0.6577150525484313,4.100372389215686,-11.795762081176472,4.832540624274509,1007.40097
111,5.734668812470589,-0.46060686897176467,7.807267644490196,0.0007197690405678001,-0.000822641756472,0.0075060167162658,0.759305461454,-0.15101577626149,-0.6383186524942001,4.029762191820001,-11.90458313,4.89105232238,1007.40097
112,6.1703277374,-0.3963098693868,7.56883951728,0.0095251915533381,0.002369370459879999,-0.002148536522498,1.1225498409560002,-0.12947148799108,-0.836352503025,0.22377716063320002,-13.6542704774,0.509905929566,1007.406464
113,6.52344342956,-0.4756688415472,7.24755363464,0.02470963315829412,-0.0019220883825294115,0.002635961439584314,1.3813787522470589,-0.30930869159809804,-1.1097862478803922,0.3156543806460784,-14.071450028039216,1.1490996865803922,1007.43927
114,6.5629845562941185,-0.9536580343529413,7.231045316823529,0.0391896840931,-0.0012879485262999998,0.03627782687578,1.3216735773319999,-0.9724083805220001,-1.061298900432,0.26748931885082,-14.9255621336,1.7346161651426,1007.477646
115,6.49134717406,-0.9627589325120001,7.36100570984,0.030271112323,0.0030079557466459995,0.0477961829674,1.24930173564,-0.996471900022,-0.914901893062,-0.428601379379096,-15.2985682678,2.258615798976,1007.521362
116,6.5446782715200005,-1.195950009134,7.25682236022,0.04415288048960784,0.00038343894414117615,0.061652851382156856,1.3159349262039215,-1.2652268624,-1.0390458876156863,-1.1783627528962746,-15.32411717490196,2.758165471666667,1007.569199
117,6.580222239764706,-0.8866679292470587,7.277202274098039,0.03477539896954,-0.00399594621746,0.0537834777688,1.277630010194,-0.9475452711260001,-1.018068294996,-1.5054954528316,-15.3349308772,3.44496421812,1007.605133
118,6.27314891966,-0.761233007844,7.50722464598,0.03811282184313725,0.003360153174780392,0.04531074980039215,1.0237911325843136,-0.8316121435666666,-0.7883509649907843,-2.3120002747392157,-15.512856875294117,3.7796848521568625,1007.633438
119,5.79472334017647,-0.6196526022549019,7.767476860509804,0.029669556953199998,0.0025181888603479996,0.0466983485962,0.5842997587978,-0.702770669466,-0.5178304589834,-2.8499942017,-15.423340607,3.6902404784200002,1007.655029
120,5.32806822514,-0.4511558166516,8.140851013159999,0.0274405330982,0.007882572487218801,0.035360007547,0.08800294614665999,-0.58264276478,-0.14757135035912,-0.295882186914,-14.014884032600001,8.076603241059999,1007.667007
